Channel              :,CH1,CH2
Frequency            :,1.000kHz,1.000kHz
Period               :,1.000ms,1.000ms
PK-PK                :,5.880V,1.040V
Probe attenuation    :,1X,1X
Voltage per ADC value:,2.500000mV,2.500000mV
Time interval        :,0.40000uS,0.40000uS

index,CH1_Voltage(mV),CH2_Voltage(mV)
804,2560.000000,-520.000000
805,2520.000000,-480.000000
806,2560.000000,-520.000000
807,2520.000000,-480.000000
808,2520.000000,-480.000000
809,2520.000000,-520.000000
810,2520.000000,-480.000000
811,2520.000000,-520.000000
812,2520.000000,-520.000000
813,2520.000000,-520.000000
814,2520.000000,-480.000000
815,2520.000000,-480.000000
816,2520.000000,-520.000000
817,2520.000000,-480.000000
818,2520.000000,-480.000000
819,2520.000000,-480.000000
820,2520.000000,-480.000000
821,2520.000000,-480.000000
822,2480.000000,-480.000000
823,2480.000000,-480.000000
824,2480.000000,-520.000000
825,2480.000000,-480.000000
826,2480.000000,-520.000000
827,2480.000000,-520.000000
828,2480.000000,-480.000000
829,2480.000000,-480.000000
830,2520.000000,-520.000000
831,2480.000000,-520.000000
832,2480.000000,-480.000000
833,2480.000000,-480.000000
834,2480.000000,-480.000000
835,2480.000000,-520.000000
836,2480.000000,-520.000000
837,2440.000000,-480.000000
838,2480.000000,-520.000000
839,2440.000000,-520.000000
840,2440.000000,-480.000000
841,2440.000000,-520.000000
842,2440.000000,-520.000000
843,2440.000000,-480.000000
844,2440.000000,-480.000000
845,2440.000000,-480.000000
846,2440.000000,-520.000000
847,2440.000000,-480.000000
848,2440.000000,-480.000000
849,2440.000000,-480.000000
850,2440.000000,-480.000000
851,2440.000000,-480.000000
852,2440.000000,-480.000000
853,2440.000000,-480.000000
854,2440.000000,-480.000000
855,2400.000000,-520.000000
856,2400.000000,-480.000000
857,2400.000000,-520.000000
858,2400.000000,-520.000000
859,2400.000000,-480.000000
860,2440.000000,-480.000000
861,2400.000000,-520.000000
862,2440.000000,-520.000000
863,2400.000000,-520.000000
864,2400.000000,-480.000000
865,2400.000000,-480.000000
866,2400.000000,-480.000000
867,2400.000000,-520.000000
868,2400.000000,-480.000000
869,2360.000000,-480.000000
870,2400.000000,-480.000000
871,2360.000000,-480.000000
872,2400.000000,-520.000000
873,2400.000000,-480.000000
874,2400.000000,-480.000000
875,2400.000000,-480.000000
876,2360.000000,-480.000000
877,2360.000000,-480.000000
878,2360.000000,-480.000000
879,2360.000000,-480.000000
880,2360.000000,-520.000000
881,2360.000000,-480.000000
882,2360.000000,-480.000000
883,2360.000000,-520.000000
884,2360.000000,-480.000000
885,2360.000000,-480.000000
886,2320.000000,-520.000000
887,2360.000000,-480.000000
888,2360.000000,-480.000000
889,2360.000000,-480.000000
890,2360.000000,-480.000000
891,2360.000000,-480.000000
892,2360.000000,-480.000000
893,2320.000000,-480.000000
894,2320.000000,-480.000000
895,2320.000000,-480.000000
896,2320.000000,-480.000000
897,2320.000000,-480.000000
898,2320.000000,-480.000000
899,2320.000000,-480.000000
900,2360.000000,-480.000000
901,2320.000000,-480.000000
902,2320.000000,-480.000000
903,2320.000000,-480.000000
904,2320.000000,-480.000000
905,2280.000000,-480.000000
906,2280.000000,-520.000000
907,2280.000000,-520.000000
908,2280.000000,-480.000000
909,2280.000000,-520.000000
910,2280.000000,-520.000000
911,2280.000000,-480.000000
912,2280.000000,-520.000000
913,2280.000000,-520.000000
914,2280.000000,-480.000000
915,2280.000000,-480.000000
916,2280.000000,-480.000000
917,2280.000000,-480.000000
918,2280.000000,-520.000000
919,2280.000000,-480.000000
920,2240.000000,-520.000000
921,2280.000000,-480.000000
922,2280.000000,-480.000000
923,2280.000000,-520.000000
924,2240.000000,-520.000000
925,2280.000000,-480.000000
926,2240.000000,-480.000000
927,2240.000000,-480.000000
928,2240.000000,-480.000000
929,2240.000000,-480.000000
930,2240.000000,-480.000000
931,2240.000000,-480.000000
